name_in_database,domain,authors,journal,year,expt_in_paper,stimuli,n_subjects_master,min_trials,max_trials,n_tasks_conditions,confidence_type,confidence_scale_raw,conf_simultaneous,conf_min_est,conf_max_est,conf_n_levels_est,conf_is_discrete_est,manipulations,notes_master,task_type,csv_found,csv_error,csv_columns,csv_n_columns,csv_n_rows,csv_n_subjects,csv_file_size_bytes,is_multi_task,n_tasks_detected,task_suffixes,has_explicit_accuracy,has_any_rt,has_decision_rt,has_separate_conf_rt,rt_type,conf_min_actual,conf_max_actual,conf_n_unique_actual,conf_is_discrete_actual,conf_n_levels_actual,conf_non_numeric,stimulus_is_binary,stimulus_values,response_is_binary,response_values,has_correct_col,has_error_col,feedback,response_device,data_collection_dates,auto_tags,n_tags,tag_notes
Sherman_unpub_Expt2,Perception,Sherman et al,Unpublished,,Expt 2,Random Dot Kinematogram,24,560,840,6,confidence rating,continuous (50-100),no,50.0,100.0,,False,"Difficulty (easy, hard), Probability of difficult task (0.25, 0.50, 0.75)",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, NoiseLevel, Condition, Accuracy, Mean_direction, SD_direction",10,19606,24.0,1229221,False,1,,True,True,True,False,decision_only,50.0,100.0,51,False,,,True,"0, 1",True,"0, 1",False,False,None,Keyboard,2018-2019,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
Siedlecka_2016,Cognitive,"Siedlecka, Paulewicz, Wierzcho_",Frontiers in Psychology,2016.0,,words,97,32,32,3,confidence rating (prospective & retrospective),4-point,no,1.0,4.0,4.0,True,the order of task response and confidence scale (bewteen subjects),,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Condition, Accuracy, Trial, Block, Sol_letters, Tar_letters, Sol_freq, Tar_freq, Letter_changed",15,3104,97.0,140820,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1.0, 2.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Siedlecka_2018_bioRxiv,Cognitive,"Siedlecka, Skóra, Paulewicz, Wierzcho_",bioRxiv,2018.0,,words,143,40,40,3,confidence rating (prospective & retrospective),4-point,no,1.0,4.0,4.0,True,the order of task response and confidence scale (bewteen subjects),,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Difficulty, Condition, Accuracy, Response_key, Solution, Target, Anagram, Type_of_change, RT_covresp, Trial, Sol_letters, Target_letters",18,5720,143.0,425855,True,2,key,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0.0, 1.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,"multi-task (2 tasks, suffixes=['key']): run analyses per task"
Siedlecka_2019,Perception,"Siedlecka, Wereszczy_ski, Paulewicz, Wierzcho_",bioRxiv,2019.0,,Gabor graitings,37,400,400,2,PAS ,4-point,no,1.0,4.0,4.0,True,presence or absense of accuracy feedback (within subjects),,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Condition, Trial_in_block, Response_key, Corr_resp, Scale_key, Age, Gender, Exp.name, Date, Block",16,14800,37.0,1146995,True,2,key,False,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1.0, 2.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,"multi-task (2 tasks, suffixes=['key']): run analyses per task"
Siedlecka_2019_Exp1,Memory,"Siedlecka, Skóra, Paulewicz, Fija_kowska, Timmermans, & Wierzcho_",JEP:LMC,2018.0,Expt 1,words,38,162,162,2,confidence rating (prospective & retrospective),4-point,no,1.0,4.0,4.0,True,the order of task response and confidence scale (between subjects),,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Accuracy, Condition, Block_type",9,6156,38.0,213546,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1.0, 2.0",True,"1.0, 2.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Siedlecka_2019_Exp2,Memory,"Siedlecka, Skóra, Paulewicz, Fija_kowska, Timmermans, & Wierzcho_",JEP:LMC,2018.0,Expt 2,words,55,162,162,2,confidence rating (prospective & retrospective),4-point,no,1.0,4.0,4.0,True,the order of task response and confidence scale (between subjects),,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Accuracy, Condition, Gender, Age, Block_type",11,8910,55.0,299186,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1.0, 2.0",True,"1.0, 2.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Siedlecka_2021,Perception,"Siedlecka, Koculak, Paulewicz",Psychonomic Bulletin & Review,2021.0,Expt 1,Grids of dots,54,733,780,2,confidence rating,4-point,no,1.0,4.0,4.0,True,behavioral reaction + difficulty of the task,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Condition, Accuracy, Difficulty, Gender, Age, Fix_time, Block, Conf_key, Trial, L_dots, R_dots",17,41713,54.0,2717209,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1, 2",False,1.0,False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Siedlecka_unpub,Memory,"Siedlecka, Paulewicz, Wierzcho_",Unpublished,,,words,20,108,216,1,"confidence ratings, prospective",4-point,no,1.0,4.0,4.0,True,the number of words starting with the same letter (within subjects),,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Difficulty, Accuracy, Trial_in_block",9,3276,20.0,91360,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",False,"0, 1, Nan",False,False,No feedback was given.,Keyboard,2017,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Sinanaj_2015,Cognitive,Sinanaj et al.,Consc Cog,2015.0,,visual trajectories,29,273,295,1,confidence rating,5-point,no,1.0,5.0,5.0,True,angle of deviation introduced in the trajectory that participants are drawing,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Angle perturbation",6,8226,29.0,186123,False,1,,False,True,True,False,decision_only,1.0,5.0,5,True,5.0,,True,"1, 2",False,"0, 1, 2",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Skora_2016,Mixed,Skóra & Wierzcho_,Journal of Cognitive Psychology,2016.0,Expt 3,rectangles,19,360,360,3,visibility,4-point,no,1.0,4.0,4.0,True,time between memory array offset and cue onset,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, age, female_male, trial, block, set_size, target_position, Accuracy, Condition",14,6840,19.0,295470,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0.0, 1.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Skora_unpub,Memory,"Skóra, Del Pin, & Wierzcho_",Unpublished,,,natural objects,41,360,360,3,visibility,4-point,no,1.0,4.0,4.0,True,target distance from retro-cue,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, date, age, block, trial, Condition, setsize, cuePos, targetPos, prime1, prime2, prime3, prime4, prime5, prime6, target, changedTarget, Accuracy",23,14760,41.0,2033382,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0, 1",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Song_2011,Perception,Song et al,Consciousness & Cognition,2011.0,,Gabors,18,1080,1080,2,confidence rating,6-point,no,1.0,6.0,6.0,True,none,'large angle' 22 deg from vertical,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Difficulty, Task",8,19440,18.0,575945,False,1,,False,True,True,True,separate,1.0,6.0,6,True,6.0,,True,"1, 2",True,"1, 2",False,False,* None,* Keyboard for perceptual answer,* May and June 2010,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Teuchies_2019,Cognitive,Teuchies et al.,bioRxiv,2019.0,,metacontrast masking arrows,30,216,216,3,subjective difficulty,continuous (1-100),no,1.0,100.0,,False,congruent vs incongruent priming,'small angle' 5 deg from vertical,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Congruency, Accuracy",8,6480,30.0,226524,False,1,,True,True,True,True,separate,0.14,359.62,5639,False,,,True,"L, R",True,"L, R",False,False,No feedback was presented during the main task,MR  compatible  response  box for the left/right response. MR compatible optical  track-ball  mouse for the rating.,2017,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
VanBoxtel_2019_Expt1,Perception,"van Boxtel, Orchard, Tsuchiya",bioRxiv,2019.0,Expt 1,Random dot kinematogramms,45,1600,1600,1,confidence rating,4-point,yes,1.0,4.0,4.0,True,direction distribution of dots,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, NoiseLevel_Deg, Trial, Accuracy, WedgeClicked, MouseClick_x, MouseClick_y, FlippedWheel, AQ, Age, Sex",15,72000,45.0,3375864,False,1,,True,True,True,False,combined,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1, 2",False,False,There was no feedback provided,mouse,data was collected between 10 may 2016 and 19 July 2016.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
VanBoxtel_2019_Expt2,Perception,"van Boxtel, Orchard, Tsuchiya",bioRxiv,2019.0,Expt 2,Random dot kinematogramms,37,1600,1600,1,confidence rating,4-point,yes,1.0,4.0,4.0,True,direction distribution of dots,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, NoiseLevel_Deg, Trial, Accuracy, WedgeClicked, MouseClick_x, MouseClick_y, FlippedWheel, AQ, Age, Sex",15,59200,37.0,2963721,False,1,,True,True,True,False,combined,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1, 2",False,False,There was no feedback provided,mouse,data was collected between Oct 2017 and March 2018.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Wang_2017_NatComm,Perception,Wang et al.,Nat Commun,2017.0,,ambiguous faces,16,176,440,1,confidence rating,3-point,no,1.0,3.0,3.0,True,stimulus ambiguity,,ambiguous_binary,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Group",7,4880,16.0,204495,False,1,,False,True,True,True,separate,1.0,3.0,3,True,3.0,,False,"1, 2, 3, 4, 5, 6, 7",True,"1.0, 2.0",False,False,,,,"confidence_accuracy, confidence_rt, mean_confidence, mean_rt, rt_distribution",5,ambiguous stimuli: 7-level face morph; binary response; no objective correct; no objective correct → d'/accuracy depend on criterion definition; psychometric function applicable
Wang_2017_Neuropsychologia,Perception,Wang et al.,Neuropsychologia,2017.0,,ambiguous faces,22,252,252,1,confidence rating,3-point,no,1.0,3.0,3.0,True,stimulus ambiguity,,ambiguous_binary,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Group",7,5544,22.0,202120,False,1,,False,True,True,True,separate,1.0,3.0,3,True,3.0,,False,"1, 2, 3, 4, 5, 6, 7",True,"1.0, 2.0",False,False,,,,"confidence_accuracy, confidence_rt, mean_confidence, mean_rt, rt_distribution",5,ambiguous stimuli: 7-level face morph; binary response; no objective correct; no objective correct → d'/accuracy depend on criterion definition; psychometric function applicable
Wang_2018,Perception,Wang,Scientific Reports,2018.0,,ambiguous faces,24,504,504,2,confidence rating,3-point,no,1.0,3.0,3.0,True,stimulus ambiguity,,ambiguous_binary,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Condition",7,12096,24.0,373579,False,1,,False,True,True,True,separate,1.0,3.0,3,True,3.0,,False,"1, 2, 3, 4, 5, 6, 7",True,"1.0, 2.0",False,False,,,,"confidence_accuracy, confidence_rt, mean_confidence, mean_rt, rt_distribution",5,ambiguous stimuli: 7-level face morph; binary response; no objective correct; no objective correct → d'/accuracy depend on criterion definition; psychometric function applicable
Weidemann_2016,Memory,Weidemann & Kahana,Royal Society Open Science,2016.0,,words,171,2109,5866,1,confidence rating,5-point,no,1.0,5.0,5.0,True,"recogniton memory, target proportion",,binary_classification,True,,"Subj_idx, session, test_list, study_list, Stimulus, Response, Confidence, RT_dec, item, itemno, recalled, finalrecalled",12,907909,171.0,45567946,False,1,,False,True,True,False,decision_only,0.0,6.0,7,True,7.0,,True,"new, old",True,"new, old",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Wierzchon_2012,Memory,"Wierzcho_, Asanowicz, Paulewicz & Cleeremans",Consciousness and Cognition,2012.0,Expt 1,letter strings,218,60,60,8,many types,4-point,no,1.0,4.0,4.0,True,scale comparison,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, Order, Scale",6,13080,218.0,211569,False,1,,False,False,False,False,none,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1.0, 2.0",False,False,No,"keyboard, mouse",2010,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, meta_d_mle, type2_auc, type2_roc",9,
Wierzchon_2014,Perception,"Wierzcho_, Paulewicz, Asanowicz, Timmermans & Cleeremans",Consciousness and Cognition,2014.0,Expt 1,faces,155,384,384,8,many types,4-point,no,1.0,4.0,4.0,True,presentation time + scale comparison,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Difficulty, Order, Scale, Block",10,59520,155.0,2134089,False,1,,False,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1, 2",False,False,No,keyboard,2010,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Wierzchon_2019,Perception,"Wierzcho_, Anzulewicz, Hobot, Paulewicz & Sackur",Consciousness and Cognition,2019.0,Expt 1,Gabors,71,192,320,3,many types,continuous (0-1),no,0.0,1.0,,False,presentation time + scale comparison,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Difficulty, Condition",8,21094,71.0,815472,False,1,,False,True,True,True,separate,0.0,1.0,1538,False,,,True,"1, 2",True,"1, 2",False,False,No,"keyboard, mouse",2016 05 - 2016 08,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Xiang_2021,Perception,"Xiang, Graeber, Enke, Gershman","Attention, Perception, & Psychophysics",2021.0,,dots,300,240,240,2,confidence rating,11-point (0-10),no,0.0,10.0,11.0,True,stimulus duration (2.0 s or 0.1 s; within-subject),,binary_response_graded_stimulus,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Block, AveStim, Duration, Condition",10,72000,300.0,2901124,False,1,,False,True,True,True,separate,0.0,10.0,11,True,11.0,,False,"26, 31, 32, 38, 39, 45, 48, 50, 53, 54",False,"35.0, 37.0, 40.0, 45.0, 46.0, 48.0, 49.0, 50.0, 62.0, 65.0",False,False,No feedback.,Keyboard and mouse.,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,graded stimulus: numerosity levels; binary more/less judgment; requires binarization for d'
Xu_2019_Exp1,Mixed,Xu & Kwok,Memory,2019.0,Expt 1,paired images,31,280,280,4,confidence rating,4-point,no,1.0,4.0,4.0,True,congruent vs incongruent,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Temporal_distance, Condition, Task",9,8680,31.0,414845,False,1,,False,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1.0, 2.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Xu_2019_Exp2,Mixed,Xu & Kwok,Memory,2019.0,Expt 2,paired images,24,90,180,4,confidence rating,4-point,no,1.0,4.0,4.0,True,congruent vs incongruent,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Temporal_distance, Condition, Task",9,4095,24.0,197541,False,1,,False,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1.0, 2.0",False,"0.0, 1.0, 2.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Xue_2024_Exp2,Perception,"Xue, Shekhar & Rahnev",PNAS,2024.0,Expt 2,Gabors,20,750,750,3,confidence rating,continuous (0-1),yes,0.0,1.0,,False,Gabor patches contrast,,binary_classification,True,,"Subj_idx, trial, condition, stimulus, response, confidence, rt, correct",8,14850,20.0,541283,False,1,,True,True,False,False,other,0.5,1.46,653,False,,,True,"1, 2",True,"1, 2",True,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
Xue_2024_Exp3,Perception,"Xue, Shekhar & Rahnev",PNAS,2024.0,Expt 2,Gabors,20,720,720,3,confidence rating,continuous (0-1),yes,0.0,1.0,,False,Gabor patches contrast,,binary_classification,True,,"Subj_idx, trial, condition, stimulus, response, confidence, rt, correct",8,14400,20.0,571735,False,1,,True,True,False,False,other,0.5,1.273,576,False,,,True,"1, 2",True,"1, 2",True,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
Ye_2018,Mixed,Ye et al.,J.Neurosci,2018.0,,paired images,18,960,960,4,confidence rating,4-point,no,1.0,4.0,4.0,True,TMS to precuneus/vertex,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, difficulty, Task, Condition, Block, Accuracy",11,17280,18.0,839951,False,1,,True,True,True,True,separate,0.0,4.0,5,True,5.0,,True,"1, 2",True,"1.0, 2.0",False,False,No trial-by-trial feedback was provided.,Computer keyboard.,"Data were collected between May, 2016 and June, 2017.","accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Yeon_2019,Perception,Yeon and Rahnev,bioRxiv,2019.0,Expt 1,Grid dots,32,630,630,6,confidence rating,continuous (0-100) / 4-point,no,0.0,100.0,,False,constrained decision choices,,multi_class,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Version, Condition, Wrong_option",9,20160,32.0,1092778,False,1,,False,True,True,True,separate,0.0,4.0,574,False,,,False,"1, 2, 3, 4",False,"1, 2, 3, 4",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, mean_confidence, mean_rt, rt_distribution, type2_auc, type2_roc",8,multi-class: 4-class (4 stimuli × 4 responses); d'/criterion not applicable
Yeon_unpub_Exp1,Perception,"Yeon, Ulutas, & Rahnev",Unpub,,Expt1,Moving dots,24,840,840,2,confidence rating,4-point,no,1.0,4.0,4.0,True,volatility in direction,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Coherence, Condition, Training",9,20160,24.0,1119005,False,1,,False,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1.0, 2.0",True,"1.0, 2.0",False,False,Feedback was not given in the main experiment.,Computer keyboard,Nov.15.2019 - Nov.22.2019,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Yeon_unpub_Exp2,Perception,"Yeon, Bhardwas, & Rahnev ",Unpub,,Expt2,Moving dots,37,800,880,2,confidence rating,4-point,no,1.0,4.0,4.0,True,volatility in direction,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Coherence, Condition, Training",9,31080,37.0,1706236,False,1,,False,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1, 2",False,False,Feedback was not given in the main experiment.,Computer keyboard,Feb.04.20 - Mar.09.20,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Zheng_2023,Perception,"Zheng, Xue, Shekhar, & Rahnev",,,,black square with white dots,319,700,700,5,confidence rating,binary,no,1.0,2.0,2.0,True,none for confidence condition,,binary_classification,True,,"Subj_idx, sex, Condition, Cue_value, Cued_side, Stimulus, Response, Accuracy, RT_dec, Confidence, RT_conf",11,223300,319.0,6536814,False,1,,True,True,True,True,separate,-1.0,2.0,3,True,3.0,,True,"0, 1",True,"0, 1",False,False,Trial-by-trial feedback was not provided.,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
data_Zheng_2023_NOC,Perception,"Zheng, Recht & Rahnev",Neuroscience of Consciousness,2023.0,Expt 1,Dot numerosity,40,800,800,2,confidence rating,"4-point in one condition, 2-point in the other condtion",no,1.0,4.0,4.0,True,"4-point Type-2 rating scale, or 2-point Type-2 rating scale followed by 2-point Type-3 rating scale",keyboard only,binary_classification,True,,"subject_id, Age, Sex, Group, Condition, Stimulus, Response, Accuracy, RT_dec, confidence, conf_rt, type3, type3_rt, attention",14,32000,,1335201,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0, 1",False,False,Trial-by-trial feedback was not provided.,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Zylberberg_2016,Cognitive,"Zylberberg, Fetsch, Shadlen",eLife,2016.0,Expt 3,Random dot kinematogram,3,1536,2112,2,confidence rating,continuous (0-1),yes,0.0,1.0,,False,"motion coherence, stimulus duration, volatility",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, Coherence, Condition, Accuracy, Block, Date",10,5760,3.0,257133,False,1,,True,True,True,False,combined,0.0,1.0,3110,False,,,True,"0, 1",True,"0.0, 1.0",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
